courseId,termCode,termName,associatedAcademicCareer,associatedAcademicGroupCode,associatedAcademicOrgCode,subjectCode,catalogNumber,title,descriptionAbbreviated,description,gradingBasis,courseComponentCode,enrollConsentCode,enrollConsentDescription,dropConsentCode,dropConsentDescription,requirementsDescription
12887,1215,Spring 2021,UG,MAT,CS,CS,138,Introduction to Data Abstraction and Implementation,Intro to Data Abstr and Implem,"Software abstractions via elementary data structures and their implementation; encapsulation and modularity; class and interface definitions; object instantiation; recursion; elementary abstract data types, including sequences, stacks, queues, and trees; implementation using linked structures and arrays; vectors and strings; memory models; automatic vs. dynamic memory management. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: W]",NUM,LEC,N,Department Consent Required,D,Department Consent Required,Prereq: CS 137
15893,1215,Spring 2021,UG,MAT,CS,CS,251E,Computer Organization and Design (Enriched),Comp Org and Design (Enriched),Enriched version of CS 251. [Note: Students enrolled in Digital Hardware Specialization should enrol in ECE 222. See notes 1 and 9 above. CS 251E may be substituted for CS 251 wherever the latter is a requirement. Enrolment is restricted. Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: As permitted by demand and available resources.],NUM,LEC,N,No Consent Required,N,No Consent Required,"Prereq: A grade of  85% or higher in one of CS 136 or 146; Computer Science and BMath (Data Science) students only. Antireq: BME 292/393, ECE 222, ME 262, MTE 262, SYDE 192"
630,1215,Spring 2021,GRD,MAT,CS,CS,690A,Literature and Research Studies,Literature & Research Studies,This is an individual study course carried out under the supervision of a Computer Science faculty member. The topic should be agreed upon by both the student and the instructor. This is a credit/no credit course. Department permission will be by Coordinator of Graduate Studies.,CNC,RDG,D,No Consent Required,N,No Consent Required,
4413,1215,Spring 2021,UG,MAT,CS,CS,445,Software Requirements Specification and Analysis,Software Req:Specif & Analysis,"Introduces students to the requirements definition phase of software development. Models, notations, and processes for software requirements identification, representation, analysis, and validation. Cost estimation from early documents and specifications. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: F,W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 350; Computer Science students only. Antireq: SE 463
4416,1215,Spring 2021,UG,MAT,CS,CS,447,"Software Testing, Quality Assurance and Maintenance",Software Test/QualAssur& Maint,"Introduces students to systematic testing of software systems. Software verification, reviews, metrics, quality assurance, and prediction of software reliability and availability. Related management issues.  [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 350; Computer Science students only. Antireq: SE 465
15515,1215,Spring 2021,UG,MAT,CS,CS,480,Introduction to Machine Learning,Intro to Machine Learning,"Introduction to modeling and algorithmic techniques for machines to learn concepts from data. Generalization: underfitting, overfitting, cross-validation. Tasks: classification, regression, clustering. Optimization-based learning: loss minimization. regularization. Statistical learning: maximum likelihood, Bayesian learning. Algorithms: nearest neighbour, (generalized) linear regression, mixtures of Gaussians, Gaussian processes, kernel methods, support vector machines, deep learning, sequence learning, ensemble techniques. Large scale learning: distributed learning and stream learning. Applications: Natural language processing, computer vision, data mining, human computer interaction, information retrieval. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: F,W,S]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: CS 341 and (STAT 206 or 231 or 241); Computer Science and BMath (Data Science) students only.
603,1215,Spring 2021,GRD,MAT,CS,CS,646,Software Design and  Architectures,"Software Design, Architectures","Introduces students to the design, implementation, and evolution phases of software development.  Software design processes, methods, and notation.  Implementation of designs. Evolution of designs and implementations.  Management of design activities.",NUM,LEC,N,No Consent Required,N,No Consent Required,
625,1215,Spring 2021,GRD,MAT,CS,CS,686,Introduction to Artificial Intelligence,Intro Artificial Intelligence,Goals and methods of artificial intelligence. Methods of general problem solving. Introduction to mathematical logic Mechanical theorem proving. Game playing. Natural language processing. Preference will be given to CS graduate students.  All others require approval from the department. Department approval will be by Undergraduate Advisor.,NUM,LEC,N,No Consent Required,N,No Consent Required,
12670,1215,Spring 2021,GRD,MAT,CS,CS,770,Numerical Analysis,Numerical Analysis,"Introduction to basic algorithms and techniques for numerical computing.  Error analysis, interpolation (including splines), numerical differentiation and integration, numerical linear algebra (including methods for linear systems, eigenvalue problems, and the singular value decomposition), root finding for nonlinear equations and systems, numerical ordinary differential equations, and approximation methods (including least squares, orthogonal polynomials, and Fourier transforms).",NUM,LEC,N,No Consent Required,N,No Consent Required,
4418,1215,Spring 2021,UG,MAT,CS,CS,450,Computer Architecture,Computer Architecture,"The course is intended to provide the student with an appreciation of modern computer design and its relation to system architecture, compiler technology and operating system functionality. The course places an emphasis on design based on the measurement of performance and its dependency on parallelism, efficiency, latency and resource utilization. [Note: Lab is not scheduled and students are expected to find time in open hours to complete their work. Offered: W]",NUM,LEC,N,No Consent Required,N,No Consent Required,Prereq: (CS 245 or SE 212) and (CS 350 or SE 350); Computer Science students only. Antireq: ECE 429
655,1215,Spring 2021,GRD,MAT,CS,CS,744,Advanced Compiler Design,Advanced Compiler Design,"Project-oriented course that covers optimizing compilers and the implementation of advanced programming language features. Topics include intermediate representations; data-flow, dependence, and alias analysis; optimizing transforms, register allocation, instruction scheduling; memory management, garbage collection, threads, concurrency; single and multiple inheritance, generics, templates, type inference.",NUM,LEC,N,No Consent Required,N,No Consent Required,
11295,1215,Spring 2021,GRD,MAT,CS,CS,745,Computer-Aided Verification,Computer-Aided Verification,Application of formal methods to the verification of computer-based systems. Algebraic and automata preliminaries. Temporal logic and model checking. Decision procedures. Mechanized theorem proving. Advanced topics chosen by the instructor.,NUM,LEC,N,No Consent Required,N,No Consent Required,
11296,1215,Spring 2021,GRD,MAT,CS,CS,761,Randomized Algorithms,Randomized Algorithms,Introduction to the design and analysis of algorithms that make use of randomization. Topics include review of basic probabiloity and introduction to randomized algorithms; game theoretic techniques; uses of Markov and Chebyshev inequalities; tail inequalities; Markov chains and random walks; algebraic techniques; data structures and graph algorithms.,NUM,LEC,N,No Consent Required,N,No Consent Required,
710,1215,Spring 2021,GRD,MAT,CS,CS,762,Graph-Theoretic Algorithms,Graph-Theoretic Algorithms,"Further exposure to the design, analysis and application of algorithms for problems defined on graphs. Topics include planarity testing and embedding; classes of planar graphs and fast algorithms for them; trees and tree-like graphs (bounded pathwidth and treewidth);  perfect graphs and intersection graphs.",NUM,LEC,N,No Consent Required,N,No Consent Required,Antireq: CS 760K
608,1215,Spring 2021,GRD,MAT,CS,CS,654,Distributed Systems,Distributed Systems,"An introduction to distributed systems, emphasizing the multiple levels of software in such systems. Specific topics include fundamentals of data communications, network architecture and protocols, local-area networks, concurrency control in distributed systems, recovery in distributed systems, and clock synchronization. Preference will be given to CS graduate students.  All others require approval from the department.",NUM,LEC,N,No Consent Required,N,No Consent Required,Antireq: CS 755
11297,1215,Spring 2021,GRD,MAT,CS,CS,763,Computational Geometry,Computational Geometry,"Introduction to the design, analysis and application of algorithms for geometric problems. Topics include convex hull algorithms in two and three dimensions; Voronoi diagrams, Delaunay triangulations, and their applications; linear programming in low dimensions; line segments, planar subdivision, and polygons; range searching.",NUM,LEC,N,No Consent Required,N,No Consent Required,Antireq: CS 760M
